id_achat,id_client,date_achat,montant,produit
1593,279,2024-08-28,640.31,Keyboard
1594,279,2024-06-20,1579.24,Camera
1595,279,2025-04-30,1613.0,Monitor
1596,280,2025-12-15,52.49,Printer
1597,280,2024-06-07,722.75,Tablet
1598,280,2024-01-31,508.89,Laptop
1599,280,2024-08-23,975.75,Monitor
1600,281,2024-06-19,596.48,Monitor
1601,281,2025-09-16,387.65,Tablet
1602,281,2025-05-31,1091.8,Camera
1603,281,2024-03-08,1467.48,Smartwatch
1604,281,2024-12-15,1736.65,Mouse
1605,281,2024-04-15,1829.8,Keyboard
1606,281,2025-12-10,329.08,Keyboard
1607,281,2025-05-17,318.5,Smartwatch
1608,281,2024-01-27,1640.64,Keyboard
1609,282,2025-03-31,913.62,Keyboard
1610,282,2024-09-26,764.3,Tablet
1611,282,2024-10-20,1767.04,Mouse
1612,282,2024-08-29,1715.09,Mouse
1613,282,2025-04-16,485.19,Phone
1614,282,2025-11-22,1320.0,Keyboard
1615,283,2025-04-28,387.84,Monitor
1616,283,2025-03-28,1533.81,Tablet
1617,283,2025-05-30,1229.95,Camera
1618,283,2026-01-03,825.51,Camera
1619,283,2025-01-19,229.82,Keyboard
1620,283,2024-10-02,1321.19,Laptop
1621,283,2024-07-24,1672.03,Tablet
1622,284,2024-12-31,1748.25,Headphones
1623,284,2025-08-25,223.04,Headphones
1624,284,2025-07-23,206.52,Mouse
1625,285,2025-08-04,1319.26,Keyboard
1626,285,2024-11-23,1251.7,Mouse
1627,285,2025-03-24,519.32,Camera
1628,285,2025-10-24,449.24,Phone
1629,285,2025-12-13,36.04,Headphones
1630,285,2025-06-03,1314.94,Phone
1631,285,2026-01-16,941.44,Laptop
1632,286,2024-10-23,1120.46,Printer
1633,286,2025-12-23,1645.83,Laptop
1634,286,2025-07-27,1649.05,Smartwatch
1635,286,2024-03-23,1062.75,Phone
1636,286,2024-07-22,1670.57,Phone
1637,286,2024-03-27,1889.76,Keyboard
1638,287,2024-07-17,211.44,Headphones
1639,287,2025-09-18,1068.01,Headphones
1640,288,2025-04-25,1057.12,Headphones
1641,288,2024-03-28,1144.36,Tablet
1642,288,2024-10-23,1121.26,Keyboard
1643,288,2024-09-22,836.22,Phone
1644,289,2025-04-05,722.35,Monitor
1645,289,2024-12-28,1408.08,Printer
1646,289,2024-09-12,1766.82,Tablet
1647,289,2025-02-26,1587.0,Keyboard
1648,289,2025-06-17,809.1,Camera
1649,289,2024-12-14,1318.49,Keyboard
1650,289,2025-04-12,1996.88,Monitor
1651,289,2024-03-29,1867.7,Camera
1652,289,2025-06-02,1104.66,Camera
1653,289,2025-03-28,1691.26,Printer
1654,290,2025-05-27,1654.05,Camera
1655,290,2024-02-09,1220.74,Mouse
1656,290,2025-01-24,1095.8,Printer
1657,290,2024-03-10,1533.76,Smartwatch
1658,290,2024-05-31,726.42,Monitor
1659,290,2024-08-07,900.52,Printer
1660,290,2025-03-08,10.39,Laptop
1661,291,2025-08-27,1195.57,Keyboard
1662,291,2025-02-14,278.82,Smartwatch
1663,291,2025-07-02,23.07,Headphones
1664,291,2024-07-23,437.5,Camera
1665,291,2024-04-15,53.19,Smartwatch
1666,292,2025-01-31,1027.43,Mouse
1667,292,2024-05-26,1852.59,Tablet
1668,292,2024-12-15,197.63,Monitor
1669,292,2025-10-04,717.75,Tablet
1670,292,2024-02-18,537.33,Mouse
1671,292,2025-04-03,507.22,Smartwatch
1672,292,2024-11-26,1624.04,Phone
1673,292,2025-06-05,1145.27,Mouse
1674,292,2025-12-28,1836.58,Phone
1675,293,2024-03-16,1587.88,Tablet
1676,293,2025-01-06,981.67,Mouse
1677,293,2024-07-20,1640.84,Phone
1678,293,2024-10-29,1194.51,Smartwatch
1679,293,2025-07-17,84.37,Mouse
1680,293,2025-05-11,769.28,Laptop
1681,294,2024-05-28,702.38,Printer
1682,294,2024-10-21,838.88,Phone
1683,294,2024-08-27,1740.88,Headphones
1684,294,2024-07-01,1497.88,Mouse
1685,294,2025-10-13,1858.02,Printer
1686,294,2025-03-21,117.71,Keyboard
1687,295,2025-01-14,645.44,Mouse
1688,296,2025-06-24,660.39,Headphones
1689,296,2025-09-01,314.86,Printer
1690,296,2025-12-13,1942.37,Mouse
1691,297,2024-04-13,1014.41,Headphones
1692,297,2024-05-19,869.55,Printer
1693,297,2024-04-25,304.54,Camera
1694,297,2026-01-04,174.26,Mouse
1695,297,2025-04-06,1493.18,Keyboard
1696,297,2024-02-06,804.39,Phone
1697,297,2025-01-16,803.07,Printer
1698,297,2025-08-22,1549.91,Tablet
1699,297,2024-11-29,1526.45,Monitor
1700,297,2025-06-20,1123.0,Monitor
1701,298,2025-11-06,1307.97,Headphones
1702,298,2024-10-15,1126.72,Keyboard
1703,298,2025-02-20,500.03,Phone
1704,298,2024-11-21,539.85,Printer
1705,298,2024-02-13,653.59,Mouse
1706,298,2024-12-03,188.29,Printer
1707,298,2025-06-16,852.85,Camera
1708,299,2024-03-08,648.27,Mouse
1709,299,2024-03-23,1314.27,Smartwatch
1710,299,2025-10-22,346.82,Camera
1711,299,2025-05-19,1236.28,Monitor
1712,300,2024-12-31,300.18,Laptop
1713,300,2025-01-24,1849.18,Headphones
1714,300,2024-07-15,407.37,Camera
1715,300,2025-11-28,320.42,Phone
1716,300,2024-04-29,233.62,Laptop
1717,300,2024-02-06,493.67,Mouse
1718,300,2024-03-23,1854.19,Smartwatch
1719,300,2024-06-04,37.33,Phone
1720,300,2024-06-11,617.18,Monitor
1721,300,2025-05-16,55.27,Headphones
1722,301,2025-02-22,431.63,Keyboard
1723,301,2025-03-02,1051.3,Smartwatch
1724,301,2025-01-03,1102.11,Mouse
1725,301,2025-12-29,1462.55,Tablet
1726,301,2025-05-13,1393.19,Laptop
1727,301,2025-03-20,759.45,Keyboard
1728,301,2024-04-13,96.53,Tablet
1729,301,2024-02-18,129.62,Headphones
1730,301,2024-06-15,1580.49,Mouse
1731,302,2024-08-26,115.64,Laptop
1732,302,2025-07-18,142.53,Smartwatch
1733,302,2024-10-31,1329.33,Camera
1734,302,2024-10-17,1729.92,Laptop
1735,302,2025-01-26,592.07,Printer
1736,303,2024-01-28,1959.79,Keyboard
1737,303,2025-02-06,1953.46,Phone
1738,303,2024-08-01,1808.71,Monitor
1739,303,2025-02-10,1734.88,Keyboard
1740,304,2024-08-28,380.97,Keyboard
1741,304,2025-09-04,1933.91,Keyboard
1742,305,2024-09-09,89.11,Keyboard
1743,306,2024-07-16,673.8,Printer
1744,306,2025-01-05,1491.34,Laptop
1745,306,2024-06-24,700.09,Camera
1746,306,2025-05-19,717.2,Smartwatch
1747,306,2025-01-03,480.05,Keyboard
1748,307,2024-06-24,1625.67,Smartwatch
1749,307,2024-05-25,1758.57,Laptop
1750,307,2025-02-27,1888.83,Smartwatch
1751,307,2025-04-22,458.91,Camera
1752,307,2025-10-08,1795.38,Tablet
1753,308,2024-03-11,1462.48,Keyboard
1754,308,2025-05-21,1921.61,Mouse
1755,309,2025-10-08,840.49,Mouse
1756,309,2024-05-05,313.97,Smartwatch
1757,309,2025-07-28,1820.37,Camera
1758,309,2025-01-03,903.85,Tablet
1759,310,2026-01-12,1308.42,Mouse
1760,310,2024-03-13,1087.29,Headphones
1761,310,2024-05-19,1726.55,Smartwatch
1762,310,2025-04-22,1380.18,Keyboard
1763,311,2024-11-17,865.83,Tablet
1764,311,2025-04-21,1315.9,Mouse
1765,311,2025-12-05,1835.05,Camera
1766,312,2025-09-16,1119.11,Phone
1767,312,2024-11-12,376.43,Tablet
1768,313,2025-07-22,1533.22,Printer
1769,314,2024-02-20,613.66,Smartwatch
1770,314,2024-09-10,312.39,Headphones
1771,314,2024-11-03,222.48,Tablet
1772,314,2024-06-08,62.13,Mouse
1773,314,2025-07-04,1237.72,Mouse
1774,314,2024-10-19,1138.42,Headphones
1775,314,2024-12-13,1196.76,Headphones
1776,315,2025-09-22,724.93,Monitor
1777,316,2024-07-02,1009.63,Mouse
1778,316,2025-11-13,942.84,Camera
1779,316,2025-01-04,376.11,Printer
1780,317,2025-12-14,952.96,Tablet
1781,317,2025-01-26,394.59,Laptop
1782,317,2024-11-12,823.09,Laptop
1783,317,2025-10-18,1851.62,Printer
1784,317,2025-04-28,452.88,Headphones
1785,317,2024-07-14,1517.98,Phone
1786,317,2025-02-04,362.39,Monitor
1787,317,2025-01-17,1735.59,Monitor
1788,318,2024-03-14,1734.88,Headphones
1789,318,2025-04-02,860.84,Laptop
1790,318,2024-11-20,1219.78,Printer
1791,318,2025-03-05,1443.2,Printer
1792,318,2025-06-17,1226.89,Mouse
1793,318,2025-08-10,1191.67,Keyboard
1794,319,2025-08-07,1046.09,Monitor
1795,320,2024-02-18,1655.75,Laptop
1796,320,2024-08-09,1756.78,Headphones
1797,320,2024-08-12,1042.22,Printer
1798,320,2025-05-09,1967.82,Laptop
1799,320,2026-01-10,1119.82,Keyboard
1800,320,2024-09-25,1532.67,Laptop
1801,320,2025-09-22,387.8,Monitor
1802,320,2025-04-06,802.1,Smartwatch
1803,321,2025-11-22,928.08,Printer
1804,321,2025-10-06,595.9,Laptop
1805,321,2024-12-28,1383.01,Tablet
1806,321,2025-01-10,932.52,Monitor
1807,321,2025-07-26,189.98,Keyboard
1808,322,2025-09-24,367.75,Mouse
1809,322,2025-03-25,1876.31,Keyboard
1810,323,2025-03-04,792.2,Camera
1811,323,2025-06-01,907.26,Tablet
1812,323,2025-04-02,912.82,Headphones
1813,324,2025-08-16,189.46,Camera
1814,324,2024-04-29,1386.52,Tablet
1815,324,2024-09-22,1439.57,Phone
1816,324,2025-06-08,191.47,Monitor
1817,324,2026-01-01,1271.8,Phone
1818,324,2025-02-12,1052.4,Printer
1819,324,2025-04-14,1456.48,Keyboard
1820,324,2024-03-06,1228.02,Tablet
1821,325,2025-04-23,1105.19,Laptop
1822,325,2025-12-02,1538.84,Camera
1823,325,2025-10-20,1135.33,Tablet
1824,325,2025-03-29,332.63,Tablet
1825,325,2024-07-04,365.94,Laptop
1826,325,2025-11-27,844.97,Smartwatch
1827,325,2024-09-12,1463.02,Monitor
1828,326,2024-07-13,1256.64,Phone
1829,326,2024-06-07,1798.1,Headphones
1830,326,2025-12-30,17.03,Smartwatch
1831,326,2024-06-08,34.29,Monitor
1832,326,2024-09-20,1712.27,Keyboard
1833,327,2025-05-28,1219.89,Monitor
1834,328,2024-08-10,441.58,Monitor
1835,328,2025-03-31,912.94,Monitor
1836,328,2025-05-23,168.02,Mouse
1837,328,2024-06-05,23.08,Keyboard
1838,329,2025-04-12,1243.33,Keyboard
1839,329,2025-08-17,1642.04,Headphones
1840,329,2025-08-28,107.35,Tablet
1841,329,2025-06-06,119.58,Camera
1842,329,2024-06-06,83.07,Laptop
1843,330,2025-06-04,1677.65,Smartwatch
1844,330,2025-06-23,668.91,Phone
1845,330,2025-02-27,107.57,Printer
1846,330,2024-06-17,1987.53,Tablet
1847,330,2024-12-23,1347.46,Mouse
1848,330,2025-02-03,1325.24,Mouse
1849,330,2024-04-14,1148.84,Keyboard
1850,330,2025-07-01,363.06,Monitor
1851,330,2024-08-20,1501.18,Camera
1852,330,2024-07-18,1863.64,Phone
1853,331,2025-04-01,652.42,Printer
1854,331,2025-04-27,1642.33,Printer
1855,331,2024-09-22,1688.19,Phone
1856,331,2025-10-29,592.74,Tablet
1857,331,2025-09-02,252.83,Smartwatch
1858,332,2024-10-20,1058.83,Keyboard
1859,332,2024-11-01,427.59,Headphones
1860,332,2025-06-27,1227.99,Phone
1861,332,2025-12-01,1147.02,Keyboard
1862,332,2024-12-20,1974.51,Monitor
1863,332,2024-09-25,1450.91,Mouse
1864,333,2024-07-24,859.84,Camera
1865,333,2024-03-12,526.72,Mouse
1866,333,2024-04-19,1990.1,Camera
1867,333,2024-10-21,1854.94,Mouse
1868,333,2025-02-25,1129.64,Keyboard
1869,334,2024-11-02,990.08,Tablet
1870,334,2024-03-08,1768.49,Headphones
1871,334,2025-09-04,1420.09,Headphones
1872,334,2024-07-24,13.15,Laptop
1873,334,2025-01-15,935.12,Phone
1874,334,2025-12-03,1477.56,Headphones
1875,334,2025-02-25,1601.13,Printer
1876,334,2025-09-11,833.94,Camera
1877,335,2025-01-27,1125.23,Headphones
1878,335,2024-11-22,32.48,Headphones
1879,335,2024-08-01,1383.13,Smartwatch
1880,335,2026-01-06,1582.49,Smartwatch
1881,335,2025-04-23,607.57,Keyboard
1882,335,2025-01-11,654.61,Laptop
1883,336,2024-04-08,1374.81,Camera
1884,336,2024-12-04,798.14,Mouse
1885,337,2024-09-04,1920.62,Tablet
1886,337,2024-05-01,396.09,Camera
1887,337,2024-04-18,1845.34,Monitor
1888,337,2025-07-28,1833.16,Laptop
1889,337,2026-01-15,1294.85,Monitor
1890,337,2024-02-18,319.22,Monitor
1891,337,2024-03-11,1785.2,Keyboard
1892,337,2024-04-07,1792.9,Monitor
1893,337,2025-02-14,1570.14,Printer
1894,337,2024-04-22,1856.3,Laptop
1895,338,2024-03-30,605.69,Camera
1896,338,2025-07-16,1114.8,Laptop
1897,338,2024-11-24,424.44,Camera
1898,338,2024-02-18,1601.08,Camera
1899,338,2025-05-16,141.76,Tablet
1900,338,2024-03-03,568.12,Laptop
1901,338,2024-04-10,684.91,Printer
1902,338,2026-01-03,1256.76,Tablet
1903,338,2025-06-29,1146.25,Printer
1904,339,2024-08-14,1194.43,Smartwatch
1905,339,2024-07-13,1413.48,Camera
1906,339,2024-06-29,1422.58,Smartwatch
1907,340,2025-04-05,182.73,Headphones
1908,340,2025-07-22,749.45,Smartwatch
1909,340,2025-11-28,440.12,Smartwatch
1910,340,2024-10-04,358.28,Camera
1911,340,2024-07-10,1572.04,Headphones
1912,340,2024-02-05,1827.57,Monitor
1913,340,2025-03-21,1016.93,Monitor
1914,341,2025-07-30,316.61,Camera
1915,341,2024-05-24,1848.04,Keyboard
1916,341,2025-12-26,627.61,Camera
1917,341,2024-10-26,295.16,Phone
1918,341,2025-02-18,1646.06,Keyboard
1919,341,2024-02-01,1356.67,Tablet
1920,341,2024-05-16,418.32,Laptop
1921,341,2025-03-12,924.14,Keyboard
1922,341,2025-04-12,240.51,Smartwatch
1923,342,2026-01-01,1377.23,Mouse
1924,343,2025-09-02,673.25,Laptop
1925,343,2024-04-20,215.17,Smartwatch
1926,344,2024-07-17,1159.34,Smartwatch
1927,345,2024-11-12,648.55,Headphones
1928,345,2024-07-14,580.27,Keyboard
1929,345,2025-04-09,645.11,Monitor
1930,345,2025-11-01,1345.54,Smartwatch
1931,346,2025-11-20,323.42,Phone
1932,346,2024-08-11,40.36,Mouse
1933,346,2024-01-22,1123.66,Phone
1934,347,2025-05-24,1089.63,Keyboard
1935,347,2024-12-03,643.78,Tablet
1936,347,2025-10-10,1887.12,Smartwatch
1937,347,2025-10-02,1152.43,Tablet
1938,348,2024-12-11,629.64,Camera
1939,348,2024-07-07,1085.75,Laptop
1940,349,2025-09-30,67.7,Laptop
1941,349,2024-11-13,220.79,Laptop
1942,349,2024-12-09,181.38,Printer
1943,350,2024-05-08,1412.31,Mouse
1944,350,2025-10-30,1262.65,Monitor
1945,350,2025-10-02,1236.47,Smartwatch
1946,351,2025-07-21,1636.71,Keyboard
1947,351,2024-02-05,166.31,Monitor
1948,351,2025-08-01,1139.9,Phone
1949,351,2024-06-17,1627.57,Monitor
1950,351,2025-05-26,203.55,Smartwatch
1951,351,2024-12-04,1372.11,Monitor
1952,352,2025-10-20,471.07,Headphones
1953,352,2024-09-26,296.01,Mouse
1954,352,2024-02-04,523.53,Camera
1955,352,2025-01-25,790.23,Camera
1956,352,2024-10-29,1579.67,Camera
1957,352,2024-12-08,912.03,Laptop
1958,352,2024-06-18,140.08,Phone
1959,352,2024-05-04,709.37,Monitor
1960,353,2024-03-16,571.69,Camera
1961,353,2025-09-22,1212.84,Tablet
1962,353,2025-06-02,1020.82,Printer
1963,354,2024-05-22,658.48,Phone
1964,354,2024-11-10,1586.94,Keyboard
1965,355,2024-06-27,807.62,Printer
1966,355,2024-10-04,484.76,Headphones
1967,355,2024-08-07,1100.42,Monitor
1968,355,2025-06-25,773.79,Camera
1969,355,2025-11-06,424.39,Mouse
1970,355,2024-10-23,867.99,Printer
1971,355,2025-10-22,1138.75,Camera
1972,355,2025-12-22,1093.61,Headphones
1973,356,2025-06-04,1328.6,Phone
1974,356,2025-03-06,1481.34,Mouse
1975,356,2025-05-05,1675.13,Phone
1976,357,2024-03-07,1196.19,Camera
1977,357,2025-06-24,1114.62,Monitor
1978,357,2024-02-04,360.59,Printer
1979,357,2025-03-12,148.52,Phone
1980,357,2024-10-08,1374.16,Mouse
1981,357,2024-02-03,1544.97,Printer
1982,357,2024-12-03,661.54,Laptop
1983,357,2024-12-10,190.16,Tablet
1984,357,2024-11-25,1775.65,Laptop
1985,357,2024-12-04,1516.58,Tablet
1986,358,2024-09-30,1067.2,Printer
1987,358,2024-08-03,1234.99,Monitor
1988,358,2025-11-16,399.38,Camera
1989,358,2024-07-27,606.47,Smartwatch
1990,358,2024-05-14,1837.82,Printer
1991,358,2024-06-28,1438.4,Camera
1992,358,2025-03-22,1980.68,Mouse
1993,358,2025-02-01,26.16,Keyboard
1994,359,2025-02-11,1696.8,Smartwatch
1995,359,2024-06-11,134.2,Keyboard
1996,359,2024-02-15,1936.12,Laptop
1997,359,2024-10-24,1409.67,Camera
1998,359,2024-02-24,228.3,Smartwatch
1999,359,2024-07-05,1732.7,Headphones
2000,359,2025-06-19,869.11,Mouse
2001,360,2024-05-15,1254.18,Printer
2002,360,2025-04-13,818.0,Printer
2003,360,2025-02-27,1094.79,Tablet
2004,360,2024-07-21,954.99,Headphones
2005,360,2025-02-06,1115.29,Camera
2006,360,2024-07-24,1681.53,Tablet
2007,360,2024-05-07,584.06,Tablet
2008,361,2024-05-02,33.09,Laptop
2009,361,2024-12-03,296.55,Monitor
2010,361,2025-10-17,1319.27,Tablet
2011,362,2024-06-03,283.07,Printer
2012,362,2024-11-14,1721.7,Mouse
2013,363,2024-05-20,1250.26,Monitor
2014,363,2024-03-08,1023.74,Keyboard
2015,363,2025-10-18,1641.94,Printer
2016,363,2025-04-17,717.06,Tablet
2017,363,2025-03-13,855.3,Laptop
2018,363,2025-08-14,1160.1,Headphones
2019,363,2025-10-18,1427.14,Smartwatch
2020,364,2025-10-14,1853.86,Mouse
2021,364,2025-07-14,740.27,Laptop
2022,364,2024-08-17,1140.62,Camera
2023,364,2024-12-28,235.2,Monitor
2024,364,2024-11-24,1923.86,Phone
2025,364,2024-05-21,292.75,Keyboard
2026,364,2024-02-01,1967.32,Smartwatch
2027,365,2025-12-22,1038.73,Keyboard
2028,365,2025-04-04,1780.93,Phone
2029,365,2024-03-16,498.01,Phone
2030,365,2025-08-06,1371.31,Keyboard
2031,365,2024-08-03,1598.22,Smartwatch
2032,365,2025-08-14,1229.95,Camera
2033,365,2025-02-13,1074.72,Laptop
2034,365,2025-08-11,943.05,Keyboard
2035,366,2025-02-27,1152.19,Camera
2036,366,2024-10-15,847.82,Smartwatch
2037,366,2024-05-29,585.52,Laptop
2038,366,2025-02-13,1393.15,Mouse
2039,366,2024-06-04,1501.36,Mouse
2040,366,2025-08-17,528.28,Monitor
2041,366,2024-09-13,1160.5,Mouse
2042,366,2024-05-24,112.72,Smartwatch
2043,367,2024-08-06,64.32,Monitor
2044,367,2025-09-05,174.2,Keyboard
2045,367,2025-01-20,162.96,Smartwatch
2046,367,2025-11-04,511.58,Mouse
2047,367,2024-11-02,569.13,Smartwatch
2048,367,2024-05-21,38.26,Phone
2049,367,2024-12-27,1211.6,Mouse
2050,367,2025-09-29,1480.54,Monitor
2051,367,2024-07-14,745.84,Tablet
2052,367,2025-04-09,529.89,Headphones
2053,368,2024-10-14,369.81,Keyboard
2054,368,2025-08-14,1725.41,Camera
2055,368,2024-12-23,1968.3,Tablet
2056,368,2024-12-17,1195.13,Tablet
2057,368,2025-06-22,1676.85,Printer
2058,368,2025-06-24,1543.03,Headphones
2059,368,2024-05-17,1324.73,Tablet
2060,368,2025-04-06,429.6,Camera
2061,369,2024-02-19,1288.1,Phone
2062,370,2026-01-07,343.52,Printer
2063,371,2024-04-28,609.72,Keyboard
2064,371,2024-08-16,474.99,Printer
2065,371,2025-02-09,954.43,Tablet
2066,371,2025-01-12,1065.58,Printer
2067,371,2025-07-24,33.61,Monitor
2068,371,2025-02-25,770.19,Camera
2069,371,2025-07-03,1923.91,Laptop
2070,371,2025-10-30,203.75,Keyboard
2071,372,2024-12-26,1912.81,Printer
2072,372,2025-05-07,1224.87,Smartwatch
2073,372,2025-02-02,676.59,Smartwatch
2074,372,2025-08-16,1606.61,Smartwatch
2075,372,2025-03-17,1312.14,Printer
2076,372,2025-09-23,927.61,Headphones
2077,373,2024-11-11,1543.29,Keyboard
2078,373,2024-07-21,681.44,Tablet
2079,373,2025-12-04,633.41,Laptop
2080,373,2024-05-21,1348.88,Phone
2081,373,2025-10-08,33.8,Phone
2082,373,2024-04-21,1055.28,Monitor
2083,373,2024-02-15,709.52,Smartwatch
2084,373,2024-03-13,511.27,Laptop
2085,373,2026-01-16,57.16,Phone
2086,373,2025-09-26,123.2,Mouse
2087,374,2024-04-13,1901.47,Phone
2088,374,2025-11-10,1419.07,Phone
2089,374,2024-10-25,181.91,Mouse
2090,374,2024-08-25,268.52,Mouse
2091,375,2024-02-06,1793.04,Tablet
2092,375,2025-01-10,514.14,Monitor
2093,375,2025-07-21,1324.35,Phone
2094,376,2024-06-25,1846.16,Smartwatch
2095,376,2025-08-08,1541.02,Camera
2096,376,2025-07-21,522.1,Phone
2097,376,2024-12-13,561.8,Laptop
2098,376,2025-03-26,771.77,Camera
2099,376,2025-07-27,1991.96,Smartwatch
2100,376,2024-05-01,1911.66,Smartwatch
2101,376,2025-08-22,364.08,Phone
2102,377,2024-11-04,1959.05,Headphones
2103,377,2024-05-03,1224.5,Tablet
2104,377,2025-11-08,1294.51,Phone
2105,377,2025-11-10,296.31,Printer
2106,377,2024-07-22,444.59,Phone
2107,377,2024-11-06,1826.09,Smartwatch
2108,377,2025-06-24,215.54,Phone
2109,377,2024-10-17,150.12,Smartwatch
2110,378,2024-06-17,47.34,Monitor
2111,378,2024-04-24,306.22,Laptop
2112,378,2025-12-21,1866.46,Printer
2113,378,2024-07-17,540.21,Camera
2114,378,2024-05-05,1810.19,Mouse
2115,378,2025-05-01,17.37,Monitor
2116,378,2024-04-03,961.5,Printer
2117,378,2024-10-19,1689.66,Phone
2118,379,2024-10-02,459.44,Printer
2119,379,2025-11-14,1908.77,Monitor
2120,379,2025-10-29,251.2,Keyboard
2121,379,2025-10-18,1870.73,Camera
2122,379,2024-03-17,673.55,Smartwatch
2123,379,2024-08-21,807.22,Phone
2124,379,2025-09-11,737.06,Camera
2125,379,2025-02-26,170.11,Monitor
2126,379,2024-02-18,1523.3,Smartwatch
2127,380,2026-01-06,361.47,Laptop
2128,380,2025-09-30,1935.35,Headphones
2129,380,2024-03-09,604.75,Printer
2130,380,2024-09-18,1793.96,Camera
2131,381,2024-09-02,178.88,Monitor
2132,381,2025-01-24,1473.3,Tablet
2133,381,2024-01-28,81.04,Laptop
2134,381,2024-04-03,1442.28,Mouse
2135,381,2025-07-17,484.59,Printer
2136,381,2025-03-05,135.36,Keyboard
2137,381,2024-03-03,1290.38,Monitor
2138,381,2025-01-26,1072.54,Monitor
2139,382,2025-04-25,83.71,Laptop
2140,383,2024-10-17,1577.68,Laptop
2141,383,2024-12-12,816.96,Headphones
2142,383,2024-09-20,1616.14,Keyboard
2143,383,2025-04-12,922.16,Keyboard
2144,383,2024-09-29,306.42,Mouse
2145,383,2024-09-14,473.64,Phone
2146,384,2024-10-14,1473.56,Monitor
2147,385,2025-08-27,947.73,Mouse
2148,386,2025-03-23,492.94,Tablet
2149,387,2025-10-26,352.78,Laptop
2150,388,2025-07-27,1643.27,Phone
2151,388,2024-12-01,917.81,Tablet
2152,388,2025-01-29,1672.35,Phone
2153,388,2025-05-21,1637.42,Phone
2154,388,2025-02-23,237.22,Mouse
2155,389,2025-07-20,448.94,Headphones
2156,389,2025-01-23,858.16,Printer
2157,389,2026-01-19,655.23,Mouse
2158,389,2024-05-11,1096.31,Camera
2159,389,2025-09-13,1674.49,Headphones
2160,389,2024-09-17,1530.81,Mouse
2161,389,2025-06-25,355.16,Phone
2162,389,2025-07-07,250.28,Tablet
2163,389,2025-04-28,1517.52,Tablet
2164,389,2024-05-04,1395.63,Keyboard
2165,390,2025-07-30,882.94,Mouse
2166,390,2024-06-11,90.99,Phone
2167,390,2025-04-14,1584.19,Mouse
2168,391,2024-08-08,1557.55,Laptop
2169,391,2024-06-28,1760.46,Phone
2170,391,2024-02-21,22.64,Tablet
2171,391,2024-01-28,1853.01,Mouse
2172,391,2024-04-26,1774.96,Printer
2173,391,2024-11-20,1390.07,Monitor
2174,391,2024-06-09,1387.79,Headphones
2175,392,2025-08-26,1283.25,Keyboard
2176,392,2025-10-26,906.33,Headphones
2177,392,2024-11-27,1876.8,Mouse
2178,393,2025-03-10,1196.58,Monitor
2179,394,2026-01-13,1901.09,Smartwatch
2180,394,2024-06-21,702.23,Laptop
2181,394,2026-01-13,1119.84,Headphones
2182,394,2024-05-18,243.84,Keyboard
2183,394,2024-02-16,1953.82,Mouse
2184,394,2025-07-04,730.18,Keyboard
2185,394,2025-08-17,1020.01,Monitor
2186,394,2024-06-28,1542.96,Headphones
2187,394,2025-11-18,560.09,Headphones
2188,394,2024-05-20,234.23,Tablet
2189,395,2025-05-25,1000.05,Tablet
2190,395,2024-04-12,1343.58,Laptop
2191,395,2025-05-23,117.51,Camera
2192,395,2025-09-04,577.28,Printer
2193,395,2024-09-26,510.25,Mouse
2194,395,2025-07-05,1612.26,Monitor
2195,395,2024-10-18,96.2,Laptop
2196,395,2024-12-27,1850.47,Tablet
2197,396,2025-12-19,1573.13,Monitor
2198,396,2025-03-16,1034.66,Phone
2199,396,2025-02-23,1791.21,Monitor
2200,397,2025-11-08,1163.73,Printer
2201,397,2025-07-15,405.52,Camera
2202,397,2025-04-25,467.83,Phone
2203,397,2024-09-14,659.0,Phone
2204,397,2024-05-12,481.87,Printer
2205,397,2025-06-01,1741.07,Printer
2206,397,2025-06-26,1783.82,Phone
2207,397,2025-02-03,947.27,Monitor
2208,397,2024-08-10,118.14,Printer
2209,397,2025-03-29,298.43,Mouse
2210,398,2025-11-05,364.34,Camera
2211,398,2024-07-03,281.45,Headphones
2212,398,2024-02-05,1267.72,Smartwatch
2213,398,2025-01-07,412.4,Tablet
2214,398,2024-09-15,73.87,Mouse
2215,398,2025-01-25,128.71,Tablet
2216,398,2025-01-18,231.11,Monitor
2217,398,2025-07-02,922.57,Tablet
2218,399,2024-11-10,447.51,Smartwatch
2219,399,2025-12-15,1211.24,Mouse
2220,399,2024-08-26,1812.1,Mouse
2221,399,2025-10-11,1940.57,Headphones
2222,399,2024-04-06,182.08,Keyboard
2223,399,2024-05-07,983.53,Headphones
2224,400,2024-07-01,952.24,Monitor
2225,400,2025-08-14,565.55,Printer
2226,400,2025-10-24,1475.0,Headphones
2227,400,2024-07-19,503.18,Printer
2228,400,2025-11-11,1163.14,Mouse
2229,400,2025-11-26,1893.04,Mouse
2230,400,2025-06-12,1797.52,Printer
2231,400,2025-01-23,1960.57,Laptop
2232,400,2024-11-16,1982.63,Keyboard
2233,400,2024-11-07,76.9,Keyboard
2234,401,2025-03-09,963.75,Phone
2235,401,2024-08-25,910.36,Headphones
2236,401,2024-07-15,175.35,Laptop
2237,401,2025-04-19,1389.39,Printer
2238,401,2025-12-13,1900.37,Tablet
2239,401,2025-05-18,723.23,Headphones
2240,401,2025-08-08,1298.8,Phone
2241,402,2025-11-26,964.77,Smartwatch
2242,403,2024-03-01,1409.58,Mouse
